"ID","condition","correct","rt"
1,1,1,600.445155068752
1,1,1,604.50054786972
1,1,0,1978.33372543934
1,1,1,439.70732021253
1,1,1,519.914817798896
1,1,1,503.494738556676
1,1,1,581.528003169839
1,1,1,590.220809107356
1,1,1,411.318432975264
1,1,1,457.76346403976
1,1,1,549.765113637565
1,1,0,813.736112936028
1,1,1,440.508966388542
1,1,1,394.16131861425
1,1,1,748.6157909102
1,1,1,544.676812881756
1,1,0,514.904366420624
1,1,0,440.486704247403
1,1,0,588.128854612045
1,1,0,520.830125280691
1,1,0,683.65866550116
1,1,1,600.020817872516
1,1,1,1247.18721460507
1,1,1,370.523529268869
1,1,1,510.038587789927
1,1,1,471.905945829226
1,1,1,941.636972805587
1,1,0,699.93430109311
1,1,1,822.525665547643
1,1,1,644.484581016806
1,1,0,452.980341423892
1,1,1,556.867865428058
1,1,1,398.346029249776
1,1,1,647.899266478937
1,1,1,521.964860114081
1,1,0,448.4195532605
1,1,1,563.324719860055
1,1,1,635.674794892957
1,1,1,723.781666293334
1,1,1,651.204230076449
1,1,1,500.651755070045
1,1,1,534.224925261817
1,1,1,530.447040652647
1,1,0,607.702431596402
1,1,0,1020.23967466406
1,1,1,597.464213115356
1,1,0,648.158076475531
1,1,1,896.84601475596
1,1,1,379.103608561388
1,1,1,377.970546095055
1,1,1,446.909502359258
1,1,1,406.97065690388
1,1,1,867.68144876154
1,1,1,622.791223796524
1,1,1,422.186913731696
1,1,1,535.10378027728
1,1,1,535.725090747181
1,1,1,467.971995515795
1,1,1,594.278229155909
1,1,1,579.143039272579
1,1,1,437.091956741137
1,1,1,681.692536739653
1,1,1,673.926328518048
1,1,1,719.728366480006
1,1,1,474.820283722756
1,1,1,400.609711222533
1,1,1,480.871714087475
1,1,1,515.990743999966
1,1,1,874.158574418666
1,1,0,853.254640800415
1,1,1,967.031988191624
1,1,0,2647.69835426912
1,1,1,702.284436539957
1,1,1,547.673322097443
1,1,1,677.097268563171
1,1,1,588.193938630929
1,1,1,402.459960288382
1,1,1,919.118994913802
1,1,0,782.976526421648
1,1,1,677.114573656292
1,1,0,516.732152573671
1,1,1,550.559442381558
1,1,1,536.433617627672
1,1,1,684.609193153227
1,1,1,606.472259583065
1,1,1,568.055242715099
1,1,1,585.114148037641
1,1,1,423.551145176201
1,1,1,657.183892713034
1,1,1,426.978207139298
1,1,1,538.75888692291
1,1,0,665.638605605024
1,1,0,486.690429044109
1,1,1,639.082900228762
1,1,1,471.953590491136
1,1,1,452.885481743436
1,1,1,425.936347330627
1,1,0,543.804319983974
1,1,1,407.37168260054
1,1,1,610.998823784182
1,1,1,536.01377000206
1,1,1,422.585301342424
1,1,0,496.694464786783
1,1,1,784.980933132104
1,1,1,505.080882456151
1,1,0,542.81333258281
1,1,1,714.987913515457
1,1,1,379.60686071184
1,1,1,383.448999842907
1,1,1,455.258539046387
1,1,1,718.792018471329
1,1,1,623.928989712875
1,1,0,631.235609121082
1,1,1,463.667535038496
1,1,1,828.472886209527
1,1,0,661.783015638086
1,1,1,536.68933930258
1,1,1,670.16867898832
1,1,0,549.84546028567
1,1,1,410.434320807236
1,1,1,576.201469519442
1,1,0,487.90070079164
1,1,1,641.572994399648
1,1,1,428.440606329313
1,1,1,604.262946636716
1,1,1,565.519108216834
1,1,1,801.55569604666
1,1,1,613.600711335342
1,1,1,593.766962581624
1,1,0,936.645345273505
1,1,1,699.559272402289
1,1,0,600.970750063597
1,1,1,621.151778316925
1,1,1,726.72511676453
1,1,1,475.839142790251
1,1,0,420.879724124786
1,1,1,581.856766972466
1,1,0,427.123655584962
1,1,1,482.789755714643
1,1,1,547.739771894726
1,1,1,838.286378745253
1,1,1,601.578415176261
1,1,1,430.927425494114
1,1,1,518.445571320738
1,1,1,615.808139278135
1,1,0,421.386842419242
1,1,1,1151.23869388353
1,1,1,466.673346105618
1,1,1,620.4596693992
1,1,1,794.318941812829
1,1,1,368.340421122524
1,1,1,509.8499486958
1,1,1,628.582239360397
1,1,1,725.113717706759
1,1,1,416.423731262614
1,1,1,536.497111876001
1,1,1,427.5440860638
1,1,1,763.461946171286
1,2,1,473.817374526751
1,2,1,599.663423522093
1,2,1,350.992219889385
1,2,1,373.144704238342
1,2,1,442.916673456404
1,2,1,558.621093604013
1,2,1,610.892590300023
1,2,1,699.095433325425
1,2,1,617.574919345467
1,2,1,571.060031248904
1,2,1,491.321629851168
1,2,1,637.467112759603
1,2,1,565.960485595556
1,2,1,394.526686682714
1,2,1,520.833965576083
1,2,1,589.551972432954
1,2,1,383.658083922155
1,2,1,725.853822724418
1,2,1,426.258616907832
1,2,1,456.540335196389
1,2,1,511.028594930769
1,2,1,490.709641975086
1,2,1,801.31003674926
1,2,1,358.660939204345
1,2,1,371.864874372379
1,2,1,509.773542382017
1,2,1,417.246731035919
1,2,1,588.74031782904
1,2,1,501.920957733923
1,2,1,443.930057093395
1,2,1,423.959838885381
1,2,1,788.905759511485
1,2,1,616.784444895769
1,2,1,415.245017213656
1,2,1,505.583391537218
1,2,1,537.277441490678
1,2,1,591.936078607407
1,2,1,633.894120848928
1,2,1,424.503266097959
1,2,1,612.761251597241
1,2,1,677.184188114656
1,2,1,379.788449402426
1,2,1,401.321498396477
1,2,1,712.210907046299
1,2,1,416.072540767186
1,2,1,468.451631370036
1,2,1,427.85215315266
1,2,1,424.074536282882
1,2,1,515.036718467906
1,2,1,679.560833311285
1,2,1,699.675637673828
1,2,1,540.574530853715
1,2,1,616.07016084086
1,2,1,876.347087975989
1,2,1,523.416186168342
1,2,1,418.576572467388
1,2,1,592.478534250619
1,2,1,580.298719220092
1,2,1,445.445976342913
1,2,1,732.179794163441
1,2,1,596.282853205398
1,2,1,378.994332358342
1,2,1,540.11688152379
1,2,1,392.632590964609
1,2,1,694.536469980622
1,2,1,622.201594518807
1,2,1,508.215522693733
1,2,1,391.158345522879
1,2,1,562.967226596375
1,2,1,545.119862235393
1,2,1,741.158599996849
1,2,1,517.495650883423
1,2,1,635.568023637129
1,2,1,594.631706358522
1,2,1,816.368876940414
1,2,1,391.79206137455
1,2,1,529.381095444289
1,2,1,874.553861182133
1,2,1,594.346879195009
1,2,1,535.485162220411
1,2,1,524.914980371283
1,2,1,505.321285839605
1,2,1,529.989740880225
1,2,1,662.034365613399
1,2,1,393.547732293712
1,2,1,672.311304315414
1,2,1,500.511189945847
1,2,1,522.040130942728
1,2,1,645.363707788775
1,2,1,705.509655125111
1,2,1,540.347013679547
1,2,1,777.468481522586
1,2,1,578.225066563678
1,2,1,576.294385564687
1,2,1,421.302427880217
1,2,1,360.802403525304
1,2,1,340.070594340682
1,2,1,415.001673680235
1,2,1,704.63490085093
1,2,1,514.493354728771
1,2,1,626.685254778526
1,2,1,574.370976790715
1,2,1,533.602351767101
1,2,1,440.641162124566
1,2,1,589.246294945761
1,2,1,621.97188087045
1,2,1,393.297126846796
1,2,1,662.538347261601
1,2,1,363.467235967591
1,2,1,456.287573451828
1,2,1,600.024029311914
1,2,1,439.296913356713
1,2,1,379.043465787515
1,2,1,472.033185606432
1,2,0,600.938113917827
1,2,1,353.188082934968
1,2,1,522.502414863406
1,2,1,376.924724898096
1,2,1,624.927771423005
1,2,1,562.796013880882
1,2,1,616.058131074949
1,2,1,496.34289606954
1,2,1,799.691053166358
1,2,1,556.195341059849
1,2,1,463.261547258338
1,2,1,387.373260970036
1,2,1,428.49137575489
1,2,1,439.654355080983
1,2,1,415.822280323457
1,2,1,441.827922478062
1,2,1,415.131522649012
1,2,1,667.038620558515
1,2,1,419.201526600307
1,2,1,476.890129759213
1,2,1,532.700418044913
1,2,1,665.598681393916
1,2,1,663.118697482953
1,2,0,397.517077690039
1,2,1,561.684148524022
1,2,0,430.105846944749
1,2,1,662.173313957022
1,2,1,643.442735508196
1,2,1,421.225204295334
1,2,1,638.179862467249
1,2,1,631.608023372886
1,2,1,458.419118274789
1,2,1,527.712852756008
1,2,1,1018.27346287109
1,2,1,605.464708643104
1,2,1,458.458214915838
1,2,1,745.241303750148
1,2,1,550.982564369585
1,2,1,393.205031664997
1,2,1,592.864845143004
1,2,1,663.952296425107
1,2,1,549.836361513147
1,2,1,600.514821688297
1,2,1,410.1051445826
1,2,1,501.846477355768
1,2,1,654.390084837664
1,2,1,395.190616352169
1,2,1,867.008083899205
1,2,1,391.110074654986
1,2,1,508.766086878365
1,2,1,350.132863769346
1,2,1,716.927326808743
1,2,1,567.099716635142
1,2,1,440.731339416922
1,2,1,544.34469586842
1,2,1,777.047607126037
1,2,1,552.631094098242
1,2,1,347.204368294499
1,2,1,432.298491694608
1,2,1,377.081084324496
1,2,1,597.220002662672
1,2,1,470.443088335862
1,2,1,414.337460936828
1,2,1,392.374072526448
1,2,1,591.475139204982
1,2,1,769.213369539282
1,2,1,491.034288000265
1,2,1,546.476716691269
1,2,1,661.171597239419
1,2,1,456.431758353671
1,2,1,350.750593369946
1,2,1,393.913553709937
1,2,1,553.190214929549
1,2,1,359.62268664798
1,2,1,500.125360335404
1,2,1,429.58243804216
1,2,1,675.322721756956
1,2,1,562.186322135116
1,2,1,593.849294772269
1,2,1,1750.97967161837
1,2,1,570.817265329763
1,2,1,563.965976277421
1,2,0,562.942524283187
1,2,1,426.369369521731
1,2,1,588.427653634751
1,2,1,545.641117456486
1,2,1,436.940823877694
1,2,1,515.862321532467
1,2,1,353.533629468357
1,2,1,396.32900392012
1,2,1,780.571519926558
1,2,0,473.458375614116
1,2,1,583.093961025901
1,2,1,690.240463877723
1,2,1,552.758574101793
1,2,1,570.738713906569
1,2,1,587.085727640337
1,2,1,409.928804445991
1,2,1,729.105009520839
1,2,1,1192.9043698519
1,2,1,731.31874985685
1,2,1,515.869849936176
1,2,1,339.796491272953
1,2,1,406.269264755341
1,2,1,741.692554807357
1,2,1,446.348535038317
1,2,1,590.559578270914
1,2,1,383.442921643079
1,2,1,409.921048229653
1,2,1,456.888082856123
1,2,1,671.639591341405
1,2,1,770.40099102088
1,2,1,427.439791740128
1,2,1,453.816577619466
1,2,1,669.874306563461
1,2,1,431.315086256176
1,2,1,353.000374483113
1,2,1,484.678356473208
1,2,1,450.280397137034
1,2,1,663.823440832997
1,2,1,638.736875753142
1,2,1,535.946970145677
1,2,1,730.652420982342
1,2,1,342.967895202741
1,2,1,400.215195071137
1,2,1,576.738946699689
1,2,1,501.644856117907
1,2,1,524.679866518987
1,2,1,405.711129552341
1,2,1,521.753530573223
1,2,1,380.223745842044
1,2,1,944.842174680932
1,2,1,513.746458311502
1,2,1,509.62141247299
1,2,1,424.382063426087
1,2,1,651.060003100789
1,2,1,372.725872786977
1,2,1,470.759243028296
1,2,1,463.195507416991
1,2,1,504.591623819431
1,2,1,527.445039842598
1,2,1,484.549934633706
1,2,1,464.089724035836
1,2,1,455.921359071317
1,2,1,1156.10329717907
1,2,1,347.694436153583
1,2,1,548.525660155477
1,2,1,371.797953871997
1,2,1,487.549832676608
1,2,1,547.750584053864
1,2,1,356.15535478227
1,2,1,393.917804713863
1,2,1,509.29809426942
1,2,1,677.821680394114
1,2,1,537.577949615849
1,2,1,521.252674551505
1,2,1,500.02599817386
1,2,1,591.84611638299
1,2,1,566.571910091196
1,2,1,512.512052718846
1,2,1,620.106636422463
1,2,1,368.816686105957
1,2,0,537.503450710752
1,2,1,677.624067509551
1,2,1,358.558122082116
1,2,1,555.823530911592
1,2,1,620.631119344058
1,2,1,391.485550017374
1,2,1,497.549854491708
1,2,1,699.332442525208
1,2,1,518.039920439854
1,2,1,389.5726682307
1,2,1,374.309680424899
1,2,1,663.007515310187
1,2,1,490.601239513966
1,2,1,389.893538601874
1,2,1,959.620294493439
1,2,1,401.079028844846
1,2,1,422.184384871181
1,2,1,492.973194054305
1,2,1,453.405161114157
1,2,1,557.646521737202
1,2,1,485.697892658081
1,2,1,574.659888707561
1,2,1,607.683228078776
1,2,1,431.555324066619
1,2,1,509.510675591656
1,2,1,489.458470675117
1,2,1,645.789976153445
1,2,1,412.821500118775
1,2,1,619.544050241464
1,2,1,732.789636258336
1,2,1,707.750756109459
1,2,1,592.274170118247
1,2,1,386.284174523727
1,2,1,394.529219649115
1,2,1,528.170146975405
1,2,1,641.335154815743
1,2,1,355.140551436655
1,2,1,374.065838919407
1,2,1,620.171104027754
1,2,1,542.728293321179
1,2,1,600.348041892328
1,2,1,509.161079018344
1,2,1,512.632235652189
1,2,1,443.002875370653
1,2,1,711.272154073756
1,2,1,385.836953094079
1,2,1,699.43641528186
1,2,1,365.263672133171
1,2,1,418.556933202221
1,2,1,813.912441627547
1,2,1,387.951453536521
1,2,1,511.035050946787
1,2,1,516.637181688487
1,2,1,655.598633895387
1,2,1,497.494532063111
1,2,1,922.126439578547
1,2,1,558.248792942266
1,2,1,530.997868560429
1,2,1,532.493962635334
1,2,1,620.275160462901
1,2,1,510.643759929775
1,2,1,449.960505953293
1,2,1,645.758469989145
1,2,1,524.301287654613
1,2,1,406.828425913458
1,2,1,668.54062704058
1,2,1,644.248197044107
1,2,0,1517.14777774405
1,2,1,511.822118670255
1,2,1,451.859027883383
1,2,1,637.280114272463
1,2,1,406.502828987036
1,2,1,432.501792796164
1,2,1,692.92506096666
1,2,1,573.626004415192
1,2,1,672.050207965825
1,2,1,511.611424111981
1,2,1,564.794614526933
1,2,1,647.112005872192
1,2,1,443.3616325778
1,2,1,506.959950720971
1,2,1,424.591308675476
1,2,1,649.189550665129
1,2,1,530.817539063881
1,2,1,355.811783988666
1,2,1,501.918525723243
1,2,1,406.57943483922
1,2,1,458.209864171671
1,2,1,562.645049036244
1,2,1,380.311712463098
1,2,0,430.257230345511
1,2,1,643.352468513911
1,2,1,400.959408671381
1,2,1,526.702735507339
1,2,1,621.09042907106
1,2,1,689.21829704128
1,2,1,465.434108926337
1,2,1,595.079902997027
1,2,1,433.538453921119
1,2,1,593.1512921328
1,2,1,764.763774022059
1,2,1,547.141861388893
1,2,1,533.271417762185
1,2,1,507.359997580826
1,2,1,590.648058967956
1,2,1,570.079027254543
1,2,1,592.684303153297
1,2,1,474.420238820101
1,2,1,628.189747964817
1,2,1,434.217948540369
1,2,1,635.778652255852
1,2,1,381.080790801591
1,2,1,509.092490019063
1,2,1,560.984411553177
1,2,1,697.177384418217
1,2,1,413.504613481658
1,2,1,604.451123923027
1,2,1,362.40983239856
1,2,1,436.387883887916
1,2,1,594.65319303694
1,2,1,355.473205293189
1,2,1,537.53618144482
1,2,1,641.702257990269
1,2,1,579.8617428854
2,1,1,496.25730897628
2,1,1,758.985405394219
2,1,1,391.869171512379
2,1,0,467.485035494793
2,1,1,507.620709706306
2,1,1,446.912598948601
2,1,1,630.383429338482
2,1,0,602.651852717171
2,1,1,418.589027975465
2,1,0,537.651546817812
2,1,0,724.157524256132
2,1,0,418.634231428073
2,1,0,618.192017205878
2,1,0,845.730896392364
2,1,1,710.221877960714
2,1,1,1628.91566473692
2,1,1,471.826376772443
2,1,1,761.222139057418
2,1,1,790.65064301903
2,1,1,377.42443650633
2,1,1,571.609118089306
2,1,1,743.188424419268
2,1,1,663.834432661646
2,1,1,551.355426153297
2,1,1,938.659959888858
2,1,0,481.966861786475
2,1,1,771.426455596137
2,1,1,628.497931030798
2,1,1,697.612989234426
2,1,1,368.374647442404
2,1,0,526.81580788926
2,1,1,521.489685420944
2,1,1,599.706434820952
2,1,1,456.923633588422
2,1,0,489.190375044626
2,1,1,593.614980462018
2,1,0,935.985558140194
2,1,0,497.844227565624
2,1,1,504.661343045143
2,1,1,576.071508621949
2,1,1,545.30630987289
2,1,1,793.257937126036
2,1,0,522.269047485348
2,1,1,369.891553482631
2,1,1,597.301980968515
2,1,1,659.351299605335
2,1,1,536.644543585257
2,1,1,556.241706121581
2,1,1,564.082080617237
2,1,1,672.547548670198
2,1,1,557.661125910433
2,1,1,548.840129324469
2,1,1,519.483351365211
2,1,1,738.85957831287
2,1,1,372.92391769586
2,1,0,492.859559693702
2,1,1,479.532680206528
2,1,0,443.368080380956
2,1,1,511.696557960474
2,1,1,481.92660752954
2,1,1,429.917154245363
2,1,1,485.766470421586
2,1,1,768.998724261645
2,1,0,812.084045812445
2,1,0,956.278198118226
2,1,1,492.436855422609
2,1,1,589.445955273609
2,1,0,862.842493612231
2,1,1,1358.51826079184
2,1,1,434.48754359953
2,1,1,1097.18500880934
2,1,1,460.39039447295
2,1,1,857.359078785711
2,1,0,560.735773368103
2,1,1,841.607988871994
2,1,1,785.614085549214
2,1,1,936.824726774368
2,1,1,557.900043554396
2,1,1,797.447195717358
2,1,0,1113.3373967846
2,1,0,897.303321210325
2,1,1,904.755764753511
2,1,1,508.465166097654
2,1,0,942.551134555916
2,1,0,672.296215033981
2,1,0,462.698043651859
2,1,1,582.221983311429
2,1,1,364.084920008173
2,1,1,595.416263366259
2,1,1,990.665373789622
2,1,1,791.600700900078
2,1,0,763.820193990591
2,1,1,435.656349709334
2,1,1,529.532963897515
2,1,1,407.434817202864
2,1,0,430.906881635753
2,1,1,633.06941886116
2,1,0,816.942312154058
2,1,1,482.429152873977
2,1,1,355.603200338898
2,1,1,480.171175320149
2,1,1,463.264667354364
2,1,1,445.231326895374
2,1,1,498.714492617062
2,1,1,637.27000928337
2,1,1,440.186825772967
2,1,1,487.217637267127
2,1,0,678.730098122929
2,1,1,611.155457418458
2,1,1,1461.41649249882
2,1,1,792.321933632347
2,1,0,591.565420788902
2,1,0,618.138466636297
2,1,0,469.046000346488
2,1,1,695.907866638604
2,1,1,446.616211695711
2,1,1,408.789589888594
2,1,0,386.684559388982
2,1,0,689.196681991362
2,1,0,585.889085230405
2,1,0,743.166364272394
2,1,1,773.066178200497
2,1,0,610.540683207161
2,1,1,801.674217795762
2,1,0,544.980577976028
2,1,1,632.86983467657
2,1,1,459.561095797251
2,1,1,573.808385120421
2,1,1,403.339513259052
2,1,1,420.105626518792
2,1,1,388.235853868671
2,1,1,765.835478637433
2,1,1,607.887823275515
2,1,1,711.944884497461
2,1,1,845.747838545192
2,1,0,675.711008416653
2,1,1,504.187374704822
2,1,1,594.299763357399
2,1,1,422.432768864419
2,1,1,534.251332041481
2,1,0,689.941674918881
2,1,0,581.070183396198
2,1,1,581.015315961821
2,1,0,1174.39427913756
2,1,0,632.684386976169
2,1,1,390.561443450789
2,1,1,778.024933569741
2,1,1,400.599054864795
2,1,1,953.054457618364
2,1,0,747.472901922068
2,1,1,648.669438860567
2,1,1,412.178504756506
2,1,0,485.640551160375
2,1,1,398.466514691432
2,1,1,491.897136284452
2,1,1,842.809467400015
2,1,1,833.018920509816
2,1,1,714.547091770786
2,1,1,685.460260040181
2,1,1,400.832938114504
2,1,1,543.578368979737
2,1,1,475.921698239594
2,1,1,598.4370986544
2,1,1,462.560772961555
2,1,1,567.244874947687
2,1,1,551.82031409728
2,1,1,414.743786320779
2,1,1,532.993613371917
2,1,1,573.22811617302
2,1,0,738.08825976712
2,1,1,466.966822885233
2,1,1,740.945482766996
2,1,1,355.877158706215
2,1,0,570.1231838792
2,1,1,637.715216751841
2,1,0,546.941187800258
2,1,1,984.246147287155
2,1,0,931.648299218732
2,1,1,462.289529596652
2,1,1,762.926666265823
2,1,1,503.502897720209
2,1,1,581.429149527083
2,1,1,574.515888599194
2,1,1,636.318523303864
2,1,0,415.970375658844
2,1,1,875.901176412437
2,1,0,912.828940323948
2,1,0,534.605342704426
2,1,1,869.786783316752
2,1,1,459.75214558109
2,1,0,413.12930192425
2,1,1,503.353822959254
2,1,1,603.004112161868
2,1,1,676.053926273071
2,1,1,770.349439368026
2,1,1,510.078444099242
2,1,1,536.187640687689
2,1,1,569.684237362104
2,1,0,667.337176365699
2,1,1,605.567254689207
2,1,1,439.791168000839
2,1,1,394.325200313112
2,1,1,558.097950045556
2,1,1,1362.27292033399
2,1,1,795.267511350673
2,1,1,393.18085079365
2,1,1,813.46739040945
2,1,0,729.919988237818
2,1,1,684.647953150752
2,1,1,577.70255211475
2,1,1,440.195817491738
2,1,0,750.753453715764
2,1,1,689.278938097295
2,1,0,586.318100917005
2,1,1,418.293102719369
2,1,1,484.721831023548
2,1,0,498.138385182544
2,1,1,905.992505084022
2,1,0,587.05728943056
2,1,0,535.526237990866
2,1,0,732.418166966331
2,1,1,778.798353120643
2,1,1,595.375817556968
2,1,1,615.230069261536
2,1,1,407.774534118623
2,1,0,575.266889927272
2,1,1,709.802493173693
2,1,1,486.487224900222
2,1,1,487.959847932413
2,1,1,516.584246943147
2,1,1,422.142346228807
2,1,0,490.790733287554
2,1,1,398.016166769945
2,1,1,399.512415359783
2,1,1,548.170120519401
2,1,0,743.703065957531
2,1,1,405.253712051718
2,1,0,466.70742560742
2,1,1,823.583154392418
2,1,1,532.149955760552
2,1,1,666.578497670893
2,1,1,645.510522352593
2,1,1,605.152874986141
2,1,0,1905.01868908544
2,1,1,514.716540258484
2,1,1,589.147163962497
2,1,0,843.975084108351
2,1,1,916.758743034082
2,1,1,670.347579688196
2,1,1,394.091343390654
2,1,1,516.758775849583
2,1,1,736.742694664223
2,1,0,510.49697755806
2,1,1,799.239294474326
2,1,1,764.919375645634
2,1,1,881.332868367324
2,1,0,515.890522301245
2,1,1,402.416440767016
2,1,1,549.729118949565
2,1,0,459.798278689075
2,1,0,822.654244797001
2,1,1,484.632502260416
2,1,1,902.636018943419
2,1,1,416.400485092128
2,1,1,379.79852142331
2,1,0,734.185993568145
2,1,0,488.116963822224
2,1,1,594.096504066297
2,1,0,841.034470027641
2,1,0,523.644861748576
2,1,0,689.068016644486
2,1,1,1132.42663653054
